Día,Entrada,Salida,h:m,Tiempo,Tarifa (horaria),Pesos,Presupuesto,Approved,Estado,Billable,Customer,Project,Activity,Description,Comentario,Location,Tracking Number,Nombre de usuario,despejado
11.05.,15:00,16:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Presupuesto,"Banfield, Caselli",,,,ddebonis,0
11.05.,15:00,16:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,temas varios con luna enferma,,,,hbrunacci,0
11.05.,14:53,15:15,0:22,0.37,36.56,13.62,,,open,%,ECSA,Sigas SGS,Operativo,,,,,nespino,0
11.05.,14:32,14:38,0:06,0.10,36.56,3.70,,,open,%,ECSA,Sigas SGS,Operativo,,,,,nespino,0
11.05.,14:30,15:10,0:40,0.67,585.00,390.00,,,open,0%,Bitson,Bitson,Gestión Interna,Flujo de caja con @cuberti. Charla sobre Domi y temas de reunión semanal.,,,,lcolombo,0
11.05.,14:15,14:30,0:15,0.25,585.00,146.25,,,open,0%,ECSA,Beagle SCA,Operativo,Charla con @nespino por Máquina de estados y controlador de molinete.,,,,lcolombo,0
11.05.,14:05,14:29,0:23,0.40,36.56,14.44,,,open,0%,ECSA,Beagle SCA,Operativo,Revision proceso maquina de estados con @lecovi,,,,nespino,0
11.05.,14:00,17:00,3:00,3.00,28.00,84.00,,,open,0%,Betterez,Betterez,Desarrollo,,,,,abrunacci,0
11.05.,13:53,14:05,0:12,0.20,36.56,7.47,,,open,%,ECSA,Talleres - SCA,Operativo,,,,,nespino,0
11.05.,13:50,14:15,0:25,0.42,585.00,243.75,,,open,0%,Bitson,Bitson,Gestión Interna,Pagos de ECSA y gestión de papeles de asamblea con @cuberti.,,,,lcolombo,0
11.05.,13:00,15:00,2:00,2.00,28.00,56.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,,,,,ddebonis,0
11.05.,13:00,14:00,1:00,1.00,28.00,28.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
11.05.,12:20,15:04,2:44,2.74,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
11.05.,12:00,13:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
11.05.,10:00,13:00,3:00,3.00,28.00,84.00,,,open,0%,Betterez,Betterez,Desarrollo,"6430 / 6413
",,,,abrunacci,0
11.05.,10:00,12:20,2:20,2.33,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,"ECSA —> cheques, y firmo la factura 
MIn de trabajo —> Fede Montes, le lleve el papel, ya esta todo línea I, y salude a mi BFF Marisa
Inaes —> listo AGO 
Copiado libros —> ya estan listos, lo firman los chicos y mañana al boga.",,,,cuberti,0
11.05.,09:45,10:45,1:00,1.00,585.00,585.00,,,open,0%,ECSA,Beagle SCA,Operativo,Simulando una máquina de estados del molinete.,,,,lcolombo,0
10.05.,16:00,20:35,4:35,4.58,585.00,2681.25,,,open,0%,ECSA,Beagle SCA,Operativo,Fixeando comunicación con el server.,,,,lcolombo,0
10.05.,15:45,16:00,0:15,0.25,585.00,146.25,,,open,0%,Bitson,Bitson,Gestión Interna,Cierre de Circuito OCA y Acta de Asamblea (envío a @cuberti).,,,,lcolombo,0
10.05.,15:15,15:45,0:30,0.50,585.00,292.50,,,open,0%,Bitson,Bitson,Gestión Interna,"Baja de Esteban, pagos pendiente de monotributo e ingresos brutos.",,,,lcolombo,0
10.05.,14:45,15:15,0:30,0.50,585.00,292.50,,,open,0%,Bitson,Bitson,Gestión Interna,Circuito OCA,,,,lcolombo,0
10.05.,14:15,14:45,0:30,0.50,585.00,292.50,,,open,0%,Bitson,Bitson,Gestión Interna,Revisión de papeles y copias en libros después de la AGO para la presentación en INAES con @cuberti.,,,,lcolombo,0
10.05.,14:10,16:40,2:30,2.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
10.05.,14:00,17:00,3:00,3.00,28.00,84.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,,,,,ddebonis,0
10.05.,14:00,18:00,4:00,4.00,0.00,0.00,,,open,0%,Betterez,Betterez,Desarrollo,,,,,abrunacci,0
10.05.,13:45,14:15,0:30,0.50,585.00,292.50,,,open,0%,Bitson,Bitson,Gestión Interna,Creación de trabajos@listas.bitson.com.ar,,,,lcolombo,0
10.05.,13:30,21:44,8:14,8.24,36.56,301.32,,,open,0%,ECSA,Talleres - SCA,Operativo,Reporte,,,,nespino,0
10.05.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Mail a Cise
Mail a Sanyo
Actualización de Taiga
Mail requerimientos Caselli",,,,hbrunacci,0
10.05.,13:06,14:00,0:53,0.90,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
10.05.,13:00,14:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
10.05.,11:30,13:30,2:00,2.00,36.56,73.12,,,open,0%,Bitson,Bitson,Operativo,"Server PFA

Generar copia de la base de datos e implementarla en eñ servidor",,,,hbrunacci,0
10.05.,10:00,13:05,3:05,3.09,28.00,86.61,,,open,0%,Betterez,Betterez,Desarrollo,6413,,,,abrunacci,0
10.05.,09:30,11:30,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,,,,,hbrunacci,0
09.05.,22:05,00:35,2:30,2.50,585.00,1462.50,,,open,0%,ECSA,Beagle SCA,Operativo,Intento de nueva FSM.,,,,lcolombo,0
09.05.,20:15,21:15,1:00,1.00,585.00,585.00,,,open,0%,ECSA,Beagle SCA,Operativo,"Separación de Threads, docstrings and performance.",,,,lcolombo,0
09.05.,18:15,19:30,1:15,1.25,585.00,731.25,,,open,0%,ECSA,Beagle SCA,Operativo,Mejorando obtención de parámetros de red y muestra de mensajes en el display.,,,,lcolombo,0
09.05.,17:30,18:15,0:45,0.75,585.00,438.75,,,open,0%,Bitson,Bitson,Gestión Interna,Carta Documento a imasTec con @edebonis.,,,,lcolombo,0
09.05.,17:00,17:30,0:30,0.50,585.00,292.50,,,open,0%,ECSA,Sigas SCA,Operativo,Revisando código con @ddebonis,,,,lcolombo,0
09.05.,16:00,17:00,1:00,1.00,585.00,585.00,,,open,0%,Bitson,Bitson,Gestión Interna,Firma de papeles @edebonis,,,,lcolombo,0
09.05.,15:41,17:11,1:29,1.49,36.56,54.37,,,open,%,SanyoJafep,Magento SanyoJafep,Operativo,,,,,nespino,0
09.05.,15:30,15:41,0:11,0.19,36.56,6.94,,,open,0%,ECSA,Sigas SCA,Operativo,Investigación duplicados WBGList en Rural,,,,nespino,0
09.05.,15:00,16:00,1:00,1.00,585.00,585.00,,,open,0%,ECSA,Sigas SCA,Operativo,"Instalación SCA con @ddebonis
",,,,lcolombo,0
09.05.,15:00,15:30,0:30,0.50,36.56,18.28,,,open,0%,ECSA,Sigas SCA,Operativo,,,,,nespino,0
09.05.,15:00,15:35,0:35,0.58,36.56,21.33,,,open,0%,Bitson,Bitson,Operativo,,,,,hbrunacci,0
09.05.,14:30,18:00,3:30,3.50,28.00,98.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,Seteo de ambiente y analisis del sistema,,,,ddebonis,0
09.05.,14:30,15:00,0:30,0.50,585.00,292.50,,,open,0%,ECSA,Beagle SCA,Operativo,Conexión beagle-controlador,,,,lcolombo,0
09.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Betterez,Betterez,Desarrollo,"6415 / 6413
",,,,abrunacci,0
09.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,,,,,hbrunacci,0
09.05.,13:20,14:00,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
09.05.,13:10,14:00,0:50,0.83,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
09.05.,13:00,14:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
09.05.,12:45,13:25,0:40,0.67,36.56,24.37,,,open,0%,ECSA,Sigas SCA,Operativo,Implementación en la rural,,,,nespino,0
09.05.,10:15,11:25,1:10,1.17,585.00,682.50,,,open,0%,Bitson,Bitson,Gestión Interna,Armado de Circuito Operativo/Comercial/Administrativo,,,,lcolombo,0
09.05.,10:00,13:20,3:20,3.33,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Presupuesto Proyectores
Aprendizaje Microglobal
Encuesta Karaoke
Envio de presupuesto
Mail a imastec
Mail a santi",,,,hbrunacci,0
09.05.,10:00,14:15,4:15,4.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
09.05.,09:57,13:10,3:12,3.21,28.00,89.98,,,open,0%,Betterez,Betterez,Desarrollo,6415 / 6413,,,,abrunacci,0
09.05.,09:00,13:00,4:00,4.00,28.00,112.00,,,open,0%,Bitson,Cromi,Desarrollo,Responsive DOMI,,,,ddebonis,0
08.05.,17:27,18:12,0:44,0.75,36.56,27.40,,,open,%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
08.05.,16:43,17:07,0:24,0.41,36.56,15.06,,,open,%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
08.05.,16:30,17:30,1:00,1.00,36.56,36.56,,,open,0%,Bitson,Bitson,Operativo,Charla con P.Godoy/C.Uberti/D.Code Tema Imastec,,,,hbrunacci,0
08.05.,16:05,16:40,0:35,0.58,36.56,21.36,,,open,%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
08.05.,15:50,17:15,1:25,1.42,585.00,828.75,,,open,0%,ECSA,Beagle SCA,Operativo,Revisando proceso de comunicacion Beagle-Controlador,,,,lcolombo,0
08.05.,15:30,16:00,0:30,0.50,28.00,14.00,,,open,0%,Bitson,Cromi,Desarrollo,Responsive DOMI,,,,ddebonis,0
08.05.,14:38,16:05,1:26,1.45,0.00,0.00,,,open,%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
08.05.,14:30,15:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Reunion Semanal,,,,ddebonis,0
08.05.,14:30,15:50,1:20,1.33,585.00,780.00,,,open,0%,Bitson,Bitson,Reunion,Reunión Semanal,,,,lcolombo,0
08.05.,14:19,14:38,0:19,0.32,36.56,11.85,,,open,%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
08.05.,14:15,18:09,3:54,3.91,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,"Retiros
Juicio AFA
Documentación INAES
Reclamo ECSA",,,,cuberti,0
08.05.,14:10,15:35,1:25,1.42,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,hbrunacci,0
08.05.,13:45,14:30,0:45,0.75,585.00,438.75,,,open,0%,ECSA,Beagle SCA,Operativo,Configuración Beagle. Turnstile Init Messages. Instalación Controlador.,,,,lcolombo,0
08.05.,13:40,14:18,0:38,0.64,36.56,23.26,,,open,0%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
08.05.,13:33,14:10,0:36,0.62,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,,,,,hbrunacci,0
08.05.,13:22,18:00,4:37,4.62,28.00,129.42,,,open,0%,Betterez,Betterez,Desarrollo,6389 / 6412,,,,abrunacci,0
08.05.,13:15,14:30,1:15,1.25,28.00,35.00,,,open,0%,Bitson,Cromi,Desarrollo,Responsive DOMI,,,,ddebonis,0
08.05.,13:03,13:22,0:19,0.32,0.00,0.00,,,open,%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
08.05.,13:02,13:32,0:30,0.51,0.00,0.00,,,open,%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
08.05.,13:00,13:15,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
08.05.,10:00,12:00,2:00,2.00,585.00,1170.00,,,open,0%,ECSA,Beagle SCA,Operativo,"Pruebas zmq. Instalación Py3 ""nativo"". Configuración PostgreSQL",,,,lcolombo,0
08.05.,10:00,13:03,3:03,3.05,28.00,85.52,,,open,0%,Betterez,Betterez,Desarrollo,"6389
",,,,abrunacci,0
08.05.,10:00,13:05,3:05,3.08,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Mail de ojeda. Presupuesto Dashboard,,,,hbrunacci,0
08.05.,09:00,13:00,4:00,4.00,28.00,112.00,,,open,0%,Bitson,Cromi,Desarrollo,"Responsive DOMI
",,,,ddebonis,0
07.05.,13:30,15:40,2:10,2.17,585.00,1267.50,,,open,0%,ECSA,Beagle SCA,Operativo,Pruebas zmq,,,,lcolombo,0
07.05.,11:35,12:30,0:55,0.92,585.00,536.25,,,open,0%,ECSA,Beagle SCA,Operativo,Pruebas zmq,,,,lcolombo,0
06.05.,19:15,22:35,3:20,3.33,585.00,1950.00,,,open,0%,ECSA,Beagle SCA,Operativo,Systemd startup messages,,,,lcolombo,0
06.05.,14:15,17:20,3:05,3.08,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,,,,,nespino,0
06.05.,10:45,17:30,6:45,6.75,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Plenario,,,,hbrunacci,0
05.05.,23:17,03:43,4:25,4.43,28.00,123.99,,,open,0%,Betterez,Betterez,Desarrollo,6389,,,,abrunacci,0
05.05.,14:51,16:29,1:38,1.64,28.00,45.86,,,open,0%,Betterez,Betterez,Desarrollo,,,,,abrunacci,0
05.05.,12:00,16:04,4:04,4.08,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,"Linea I - Fede Montes, planilla de excedentes, CNCT -
Actualización planillas
Datos facturación
Papeles post-asamblea",,,,cuberti,0
05.05.,11:00,15:30,4:30,4.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Plenario,,,,hbrunacci,0
05.05.,10:30,11:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Transporte,,,,,hbrunacci,0
05.05.,10:00,18:00,8:00,8.00,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Plenario FACTTIC,,,,lcolombo,0
05.05.,10:00,19:00,9:00,9.00,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,,,,,nespino,0
05.05.,10:00,10:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,llevar escrito a Pablo ,,,,hbrunacci,0
05.05.,09:00,17:00,8:00,8.00,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Plenario Facttic,,,,ddebonis,0
05.05.,08:01,14:50,6:49,6.83,28.00,191.22,,,open,0%,Betterez,Betterez,Desarrollo,"6351 / 6372 / 6389
",,,,abrunacci,0
04.05.,15:50,18:00,2:10,2.17,585.00,1267.50,,,open,0%,ECSA,Beagle SCA,Operativo,Probando display y sincronización,,,,lcolombo,0
04.05.,15:32,21:20,5:48,5.81,36.56,212.39,,,open,%,ECSA,Banfield,Operativo,,,,,nespino,0
04.05.,15:10,15:50,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Charla con @santichola x Plenario.,,,,lcolombo,0
04.05.,14:50,15:10,0:20,0.33,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Plan de negocios. Puesta en valor. Estimación de @hbrunacci.,,,,lcolombo,0
04.05.,14:30,14:50,0:20,0.33,585.00,195.00,,,open,0%,Bitson,Cromi,Operativo,Instalación Front,,,,lcolombo,0
04.05.,14:00,14:36,0:36,0.60,36.56,22.02,,,open,%,ECSA,Banfield,Operativo,,,,,nespino,0
04.05.,13:50,14:30,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,"Novedades con @cuberti. Línea 1, renovación fallida. Documento Plenario FACTTIC.",,,,lcolombo,0
04.05.,13:15,17:00,3:45,3.75,28.00,105.00,,,open,0%,Bitson,Bitson,Desarrollo,,,,,ddebonis,0
04.05.,13:00,13:15,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
04.05.,10:20,14:15,3:55,3.92,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
04.05.,10:00,15:00,5:00,5.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Planilla Domi
Propuesta Registros
Google ads
Almuerzo
Call Cristian",,,,hbrunacci,0
04.05.,09:30,17:00,7:30,7.50,28.00,210.00,,,open,0%,Betterez,Betterez,Desarrollo,"6351 / 6372 / 6389
",,,,abrunacci,0
04.05.,09:00,13:00,4:00,4.00,28.00,112.00,,,open,0%,Bitson,Bitson,Desarrollo,React seed,,,,ddebonis,0
03.05.,23:00,01:00,2:00,2.00,585.00,1170.00,,,open,0%,ECSA,Beagle SCA,Operativo,Entendiendo el código,,,,lcolombo,0
03.05.,22:06,23:13,1:06,1.11,36.56,40.68,,,open,%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
03.05.,21:39,21:53,0:13,0.23,36.56,8.45,,,open,%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
03.05.,20:00,21:26,1:26,1.44,36.56,52.59,,,open,0%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
03.05.,16:00,21:00,5:00,5.00,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Reunión en Devecoop con Fiqus y Unixono,,,,lcolombo,0
03.05.,16:00,19:00,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Devecoop,,,,cuberti,0
03.05.,15:45,18:29,2:44,2.74,36.56,100.02,,,open,0%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
03.05.,15:00,17:30,2:30,2.50,28.00,70.00,,,open,0%,Bitson,Cromi,Desarrollo,,,,,ddebonis,0
03.05.,15:00,16:00,1:00,1.00,585.00,585.00,,,open,0%,ECSA,Beagle SCA,Operativo,Know-how con @edebonis,,,,lcolombo,0
03.05.,15:00,17:38,2:38,2.64,28.00,73.86,,,open,0%,Betterez,Betterez,Desarrollo,"6351 / 6372 / 6389


",,,,abrunacci,0
03.05.,15:00,17:00,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Plantilla Domi
Ayuda a Nahuel con APi y pruebas ",,,,hbrunacci,0
03.05.,14:30,15:00,0:30,0.50,28.00,14.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
03.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Planificacion semanal,,,,ddebonis,0
03.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Definición consejo administración 2017,,,,lcolombo,0
03.05.,14:00,15:14,1:14,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
03.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,reunion operativa,,,,hbrunacci,0
03.05.,14:00,16:00,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunion bitson ,,,,cuberti,0
03.05.,13:00,14:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
03.05.,10:00,13:30,3:30,3.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Reunion con Santiago,,,,hbrunacci,0
03.05.,09:00,13:00,4:00,4.00,28.00,112.00,,,open,0%,Bitson,Cromi,Desarrollo,React a ES6,,,,ddebonis,0
03.05.,09:00,14:00,5:00,5.00,28.00,140.00,,,open,0%,Betterez,Betterez,Desarrollo,"6351 / 6372
",,,,abrunacci,0
02.05.,20:30,21:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestion Contable,Calculo de retiros abril 2017 sobre corrección en DDJJ y considerando horas trackeadas.,,,,lcolombo,0
02.05.,17:00,19:30,2:30,2.50,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Reunión con @cris.candia y @gabhge,,,,lcolombo,0
02.05.,15:32,16:00,0:28,0.47,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Se contacto a Vélez para ver el avance del presupuesto.
Se hablo con Cristian Candia de Devecoop se coordino reunión para mañana miércoles 16.30
Se mando mensaje a Pablo Gutierrez para coordinar reunion tema Encuestas
 

",,,,hbrunacci,0
02.05.,15:00,15:20,0:20,0.33,585.00,195.00,,,open,0%,ECSA,Beagle SCA,Operativo,Testing Display SCA.,,,,lcolombo,0
02.05.,15:00,15:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
02.05.,14:30,18:00,3:30,3.50,28.00,98.00,,,open,0%,Betterez,Betterez,Desarrollo,"6351 / 6372
",,,,abrunacci,0
02.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,MDS: Manos a la obra con Rodrigo y Juan.,,,,lcolombo,0
02.05.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Manos a la obra,Reunion,"Reunión con Rodrigo y Juan

Se acordó;
Realizar un documento explicativo de todo los procesos realizados y que faltan realizar
Se necesita la redaccion de todos los documentos nuevamente con la firma de las nuevas autoridades
Armado de un Grafico de tiempos
Y adjuntar cartas de Compromiso
",,,,hbrunacci,0
02.05.,13:45,14:00,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Retiros Abril 2017,,,,lcolombo,0
02.05.,13:32,14:00,0:28,0.47,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
02.05.,13:30,14:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
02.05.,13:15,17:00,3:45,3.75,28.00,105.00,,,open,0%,Bitson,Cromi,Desarrollo,React a ES6,,,,ddebonis,0
02.05.,13:00,13:15,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
02.05.,11:33,13:23,1:49,1.82,0.00,0.00,,,open,%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
02.05.,11:30,14:00,2:30,2.50,36.56,91.40,,,open,0%,AllAccess,API AllAccess,Operativo,,,,,nespino,0
02.05.,11:00,14:00,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Manos a la obra,Completar Requerimientos,"Transcripcion a documentos del drive de los avances realizados en el fin de semana sin internet
",,,,hbrunacci,0
02.05.,10:15,11:33,1:18,1.30,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,"Subsidios
Correo: carta documento Imastec


",,,,cuberti,0
02.05.,10:00,11:00,1:00,1.00,585.00,585.00,,,open,0%,ECSA,Beagle SCA,Operativo,Agregando detalle a Display.c,,,,lcolombo,0
02.05.,10:00,13:30,3:30,3.50,28.00,98.00,,,open,0%,Betterez,Betterez,Desarrollo,6351 / 6372,,,,abrunacci,0
02.05.,09:00,13:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Cromi,Desarrollo,React a ES6,,,,ddebonis,0
01.05.,10:00,18:00,8:00,8.00,0.00,0.00,,,open,0%,Bitson,Bitson,FERIADO,,,,,abrunacci,0
01.05.,09:00,17:00,8:00,8.00,0.00,0.00,,,open,0%,Bitson,Bitson,FERIADO,,,,,ddebonis,0
01.05.,00:00,06:00,6:00,6.00,28.00,168.00,,,open,0%,Bitson,Bitson,Desarrollo,,,,,lcolombo,0
